,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,周边配套,权属抵押,交通出行,小区介绍,税费解析,户型介绍,售房详情,房源核验码,查询房管备案记录,适宜人群,别墅类型,装修描述,用水类型,用电类型,燃气价格
855,格局好，采光好，户型方正 ，配套全，交通便利。,270万,18709,天宁区茶山,华润国际社区中吴府,4室1厅1厨2卫,中楼层 (共34层),144.32㎡,平层,暂无数据,板楼,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2022-11-25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,格局好，采光好，户型方正 ，配套全，交通便利。,兰陵大润发，丽华大润发，，华润万象城，凤凰公园，连锁酒店，湿地公园，各大银行，各类小吃美食一应。,,,小区生活实施齐全，环境好，1商场，，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足。,契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%；二套房90平米以上的成交价的2%。2 增值税:产证满2年免收增值税。3 个税：产证满5年而且是唯一一套住房，免收个税,,,,,,,,,,
856,龙运天城精装4房2卫 ，楼层好全天采光 足,280万,20741,天宁区茶山,龙运天城,4室2厅1厨2卫,高楼层 (共27层),135㎡,平层,暂无数据,板楼,南,混合结构,精装,两梯四户,有,暂无数据,2023-03-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,龙运天城精装4房2卫 ，楼层好全天采光 足,小区环境好，物业好，保安全天巡逻，绿化好，饭后散步方便，出入方便,,,朝阳综合市场，大润发卖场，弘阳广场，德安医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄，弘阳广场,税费解析：此房不满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％，增值税5.3%。,,,,,,,,,,
857,华润三期，中高楼层，业主诚心出售,190万,16522,天宁区茶山,华润·中央公园,3室2厅1厨1卫,低楼层 (共33层),115㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-02-10,商品房,2015-04-16,普通住宅,未满两年,共有,有抵押,已上传房本照片,华润三期，中高楼层，业主诚心出售看中可谈,,,,1.小区生活设施齐，商场、菜市场、银行等，交通便捷 2.小区内有健身器材，小型篮球场，可供小区居民使用 3.小区内停车位充足，建有地下停车场，人车分流。地上有会客停车位。 4.小区内24小时保安巡逻,契税：1.首套90平以下1% 2.首套90平以上1.5% 3.二套90平以下1% 4.二套90平以上2% 5.三套都是3% 增值税：产权满两年免征 产权不满两年征收比例为5.3% 个人所得税：产证满五唯一免征 其他统一1%,1.户型周正，格局分布合理，空间感好，通透性强，居住舒适 楼层佳，南北朝向，视野开阔，采光通透 小区环境优美，绿化覆盖面积多，干净整洁，内有健身器材和小型娱乐设施。物业服务态度好。,,,,,,,,,
858,银河湾明苑   精装修未入住  诚心出售  价格可谈,230万,19948,天宁区茶山,银河湾明苑二期,3室2厅1厨2卫,高楼层 (共34层),115.3㎡,平层,暂无数据,板塔结合,南,混合结构,精装,两梯四户,有,暂无数据,2023-03-12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 130万元,未上传房本照片,产权清晰 精装修未入住  三开间朝南  地暖 新风  诚心出售,.交通便利：公交车方向众多，外部道路宽阔，交通十分便利；3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松,,,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",三开间朝南  地暖 新风  诚心出售  采光全天  中高楼层,,,,,,,,,
859,龙运天城精装 三开间朝南 看房方便 有密码钥匙,230万,21905,天宁区茶山,龙运天城,3室2厅1厨2卫,高楼层 (共25层),105㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-06-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,龙运天城精装 三开间朝南 看房方便 有密码钥匙,"2公里内有红梅公园菜场:怡康小河沿菜场,锦绣菜场， : 2公里内有大润发，欧尚 医院: 2公里内有青山湾社区医院,武进医院，一院,二院",,区地处市区交通便利：门口有公交站台BRT 24路 31路等 1公里内有火车站 ，汽车站，可以上环城高架,,"税费解析：税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,
860,华润国际社区，精准房，诚心出售，价格好谈。,210万,16407,天宁区茶山,华润·中央公园,3室2厅1厨2卫,低楼层 (共33层),128㎡,平层,暂无数据,板楼,西,钢混结构,精装,两梯三户,有,暂无数据,2023-10-16,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房 户型方正，通透性好， 精装三房 户型方正,小区生活便利， 华润商场，地铁一号线 ，蔷薇公园，大润发卖场，生活方便，交通便捷。,,,,契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%；二套房90平米以上的成交价的2%。2 增值税:产证满2年免收增值税。3 个税：产证满5年而且是唯一一套住房，免收个税。未满5年成交价的1%,,,,,,,装修清爽干净， 家里家具 墙面 地面 维护的很好，基本都很新，深受小年轻喜欢。,,,
861,此房格局好，南北通风的很，中间楼层,169万,13014,天宁区茶山,诺诚高第,3室2厅1厨1卫,中楼层 (共24层),129.87㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯三户,有,暂无数据,2023-10-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房格局好，南北通风的很，家里保养的也挺好的。,,,"位处丽华繁华地段,楼下就有公交车站台。 1路、6路、10路、16路、17路、306路直达市区","诺诚高第由嘉宏房地产开发有限公司开发,旨在打造一座综合餐饮、购物、娱乐、休闲、住宅为一体的国际步行街内，商铺、住宅以多样化的面积、户型展示，充分满足消费者的与住家需求，项目开发后期",契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权.额征收5.6% 个人所得税：不满5年征1%,,,,,,,,,,
862,公司诚心出售， 交通便利， 看中好商量，，，,228万,19827,天宁区茶山,银河湾明苑二期,3室2厅1厨2卫,高楼层 (共34层),115㎡,平层,暂无数据,板塔结合,南,混合结构,精装,暂无数据,暂无数据,暂无数据,2023-10-08,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,"：
银河湾明苑 精装三室 房东诚心出售 看房方便","：
朝阳综合市场，大润发，德安医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄.","：
此房产权清晰。无抵押，房东对付款无要求，按照正常首付就可以。诚心出售",,,"：
此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％.",,,,,,,,,,
863,清凉新村 中间楼层视野好 户型好 采光全天,93万,10021,天宁区茶山,清凉新村,3室2厅1厨1卫,中楼层 (共6层),92.81㎡,平层,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2022-09-17,商品房,2009-12-23,普通住宅,暂无数据,共有,无抵押,已上传房本照片,小区位置好， 菜场， 商场银行都有 ，交通出行方便 ，离地铁1号线近。,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,小区门口有共享单车停放点，从西门出去10米就是公交站台，可以乘坐33路，住宅区，打车方便。,,,022433315008,清凉新村 中间楼层视野好 户型好 采光全天 房东诚心出售,,,,,,
864,精装三房！拎包可住！靠运河风景好，交通便利,130万,15551,天宁区茶山,翠堤半岛花园,3室2厅1厨1卫,中楼层 (共17层),83.6㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-08-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,交通便利，小区设备齐全，房子产权清晰，能正常交易,交通银行，中国工商银行，中国农业银行，邮政储蓄，绿地公园，大润发房主自荐（业主对房源的描述）,,,"小区生活实施齐全，商场，菜市场，银行等。
2：小区内有健身器材，小型篮球场，可供小区居民使用。3：小区停车位充足，建有地面临时停车位以及底下停车位。4：小区内24小时保安巡逻","首套房，90平米以下成交价的1%,90平米以上成交价的1.5%，二套房90平以上成交价的2%,
2、增值税：产证满2年免收增值税，未满2年征收5.6%;3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,
865,桃园新村二室一南北通风采光好户型方正,235万,39831,天宁区茶山,桃园新村,2室1厅1厨1卫,高楼层 (共6层),59㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,2023-08-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,满五不唯一，二室一厅，南北通采光好，诚意出售，没小孩读书。,到红梅公园300米，到天宁寺300米，到东坡公园300米，到文化宫500米。,无抵押，无贷款，夫妻共有，产权清晰。房东诚意出售，看房方便。,,,,,,,,,,,,,
866,华润国际精准修，中间层，保养好，装修新。,190万,21913,天宁区茶山,华润凯旋门二期,3室2厅1厨1卫,中楼层 (共34层),86.71㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-09-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,满五部不唯一住房，中上楼层前排无遮挡 业主诚心出售价格可议。,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，,,,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.3％； 3.个税：产证满五年而且是一套住房，免收个税。,,,,,,,,,,
867,"朗诗競园精装2房 全天采光 , 自带全屋空调，地暖",200万,24097,天宁区茶山,兢业园,2室2厅1厨1卫,低楼层 (共33层),83㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-07-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"朗诗競园精装2房 全天采光 , 自带全屋空调，地暖",朝阳综合市场，大润发大卖场，德安医院，银行交通银行，中国..,此房无贷款，无抵押，产权清晰。房东对付款无要求，按照正常首付就可以。,,,税费解析：此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％,,,,,,,,,,
868,朗诗競园精装3房 全天采光 ， 六恒系统,280万,24348,天宁区茶山,兢业园,3室2厅1厨1卫,高楼层 (共33层),115㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-10-05,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朗诗競园精装3房 全天采光 ， 六恒系统,朝阳综合市场，大润发大卖场，德安医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄，弘阳广场，红梅公园,此房无贷款，无抵押，产权清晰。房东对付款无要求，按照正常首付就可以。,,,税费解析：此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％.,,,,,,,,,,
