,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,税费解析,交通出行,房源核验码,查询房管备案记录,户型介绍,周边配套,适宜人群,装修描述,权属抵押,别墅类型,售房详情
247,绿地一期  精装复式住宅  民水民电 随时可看,80万,13007,钟楼区新闸,绿地世纪城B区,2室1厅1厨1卫,低楼层 (共11层),61.51㎡,复式,暂无数据,暂无数据,东 西,钢混结构,精装,两梯十六户,有,暂无数据,2023-12-13,商品房,2020-12-26,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,此房满二 精装复式住宅   民水民电 户型方正 小区配套全,,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路） 房主自荐(业主对房源的描述),,,,1、小区生活设施齐全，菜市场、银行，交通便捷； 2、小区内有健身器材，可供小区居民使用； 3、小区内停车位充足，建有地上停车场,,,,,
248,绿地三期 不靠高架 家里装修好 随时可以看房,88万,11068,钟楼区新闸,绿地世纪城A区,2室2厅1厨1卫,高楼层 (共33层),79.51㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房满五年 次顶楼 采光无遮挡 小区配套全,绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
249,绿地三期 满五唯一 小区前 排全天采光 随时可以看房,162万,12549,钟楼区新闸,绿地世纪城A区,3室2厅1厨2卫,中楼层 (共33层),129.1㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满五唯一 东边户中间层 采光没遮挡 小区配套全,绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
250,绿地世纪城A区 3室2厅 南,118万,13290,钟楼区新闸,绿地世纪城A区,3室2厅1厨1卫,高楼层 (共33层),88.79㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,
251,此房精装修 中间楼层 户型方正 小区生活便利,115万,12922,钟楼区新闸,绿地世纪城B区,3室2厅1厨1卫,中楼层 (共11层),89㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,暂无数据,2024-03-09,商品房,2012-06-20,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房精装修 中间楼层 户型方正 小区生活便利,绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
252,绿地世纪城A区 3室2厅 南,132万,10224,钟楼区新闸,绿地世纪城A区,3室2厅1厨2卫,高楼层 (共33层),129.11㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-02-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,
253,绿地世纪城精装大两房，采光好，方便看房,96万,8737,钟楼区新闸,绿地世纪城A区,2室1厅1厨1卫,高楼层 (共33层),109.88㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯四户,有,暂无数据,2024-03-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房带装修，配套齐全，户型周正，格局分布合理,,房屋产权：房子为商品房。税费信息：满两年 省增值税。 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2％ 三套房不论面积统一3％,小区生活设施齐全，商店、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻,,,,环境优美：小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松。,,,,,
254,荷园旁 新小区 双阳台 三开间朝南 户型好 环境好 诚心,155万,15929,钟楼区新闸,光明光樾华庭,3室2厅1厨1卫,低楼层 (共24层),97.31㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-09,商品房,2022-09-06,普通住宅,未满两年,非共有,有抵押 100万元,已上传房本照片,荷园旁 新小区 双阳台 三开间朝南 户型好 环境好 诚心,小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
255,钟楼区，荷园旁次新房，精装修未住过，楼层采光好,143万,14530,钟楼区新闸,光明荷樾府,3室2厅1厨1卫,中楼层 (共27层),98.42㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,暂无数据,2024-02-06,商品房,2022-03-11,普通住宅,暂无数据,非共有,有抵押 90万元,已上传房本照片,"1，小区是封闭式管理小区，配有大花园，环境优美，24小时的安保，儿童游乐设施，门口就有幼儿园，接娃方便。, 2，小区成熟，购物交通便利，上学近，步行就可到达 3，适合预算有限，想给孩子一个较好小区环境的年轻家庭。",,,,042400634585,钟楼区，荷园旁次新房，精装修未住过，楼层采光好,距离荷园仅800米，距离飞龙吾悦直线距离仅1500米，距离大卖场仅2000米。龙城高架近在咫尺，出小区门口行驶两百米直接可以上高架了。距离高铁北站仅5千米，出行方便,房子为商品房，满2年 ，面积大于90平，首套房契税为1.5% 二套房的契税为2% 三套及以上为3%,1，户型方正，格局分布合理，空间感好，通透性强，居住舒适 2，楼层位置不影响采光， 3，2个卧室朝南，客厅带阳台显客厅宽敞 4，全屋主功能间都带有窗户，明厨明卫，更响亮。,,,,
256,绿地世纪城小高层中间楼层精装小三房看中价可谈~~~,108万,12010,钟楼区新闸,绿地世纪城B区,3室2厅1厨1卫,中楼层 (共11层),89.93㎡,平层,75.21㎡,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-01-02,商品房,2012-06-12,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房精装修 中间楼层 户型方正 小区生活便利,绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
257,新上房源，不靠高架，好楼层，诚信出售,88.8万,10790,钟楼区新闸,绿地世纪城A区,2室2厅1厨1卫,高楼层 (共33层),82.3㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-03-04,商品房,2016-03-28,普通住宅,暂无数据,共有,有抵押 24万元,已上传房本照片,绿地世纪城三期 好楼层 采光好 诚心出售 看总价,小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交",,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
258,绿地二期 不靠高架 精装修中间层边户看房方便,159万,12458,钟楼区新闸,绿地世纪城c区,3室2厅1厨2卫,中楼层 (共15层),127.63㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-02-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房满五年 小高层 精装边户 采光好 小区人车分流,小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.3％",,,,,小区生活设施齐全，菜市场、银行，交通便捷； 2、小区内有健身器材，可供小区居民使用； 3、小区内停车位充足，建有地上停车场,,,,,
259,此房满五唯一，楼栋位置很好，小高层，装修保养好,132万,10313,钟楼区新闸,绿地世纪城c区,3室2厅1厨2卫,低楼层 (共15层),128㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-02-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满五唯一，楼栋位置很好，小高层，装修保养好,小区比较新，管理比较好，物业费不贵，小区安静，绿化高，环境很好,买家首套契税：面积＜ 90平米1%，面积≥90平米1.5%；二套契税：面积＜ 90平米1%，面积≥90平米2%；三套契税：3%。个人所得税卖家满五唯一免征。,交通方便 500米上龙江高架 有多条公交线路 路况四通八达 出租车随叫随到 方便快捷,,,,,,,,,
