,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,周边配套,交通出行,小区介绍,房源核验码,查询房管备案记录,户型介绍,适宜人群,装修描述,用水类型,用电类型,别墅类型,燃气价格
1376,：青山湾旁斗巷公寓维一套电梯房，，北郊空置，,222万,24989,钟楼区红梅,斗巷公寓,2室2厅1厨1卫,高楼层 (共13层),88.84㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2021-01-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"：
青山湾旁斗巷公寓一套电梯房，，北郊空置，",,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房，90平以下成交价的1%，90平以上成交价的2%,三套及以上，成交价的3%；2、个税：产证满五唯一，免收个税，不唯一交成交价的1%","：
此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同","：
青山桥，关河路以北，交通很方便，有多路公交车途经，可供选择，商铺林立，配套齐全。",,,,,,,,,,,
1377,新天地花苑，户型采光好，博爱，精装三房,300万,24591,天宁区红梅,新天地花苑,3室2厅1厨2卫,低楼层 (共9层),122㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,暂无数据,2020-07-26,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新天地花苑，户型采光好，博爱，精装三房,售房详情：业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,,,,,
1378,润德半岛 交通便利 出行方便 看房提前联系,170万,13282,天宁区红梅,润德半岛,3室2厅1厨2卫,低楼层 (共6层),128㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,无,暂无数据,2020-03-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,润德半岛 交通便利 出行方便 看房提前联系,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 三套房无论面积大小都是3%； 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价..",,"公园：小区自带一个市民公园 ,2公里内有红梅公园 菜场：锦绣菜场 ，中*央花园菜场， *市：2公里内有大润发*市 欧尚*市。 医院：2公里内有青山湾社区医院，武进医院，一院 ，二院",小区地处市区交通便利：门口有公交站台BRT 24路 31路等 1公里内有火车站 ，汽车站，可以上环城高架,,,,,,,,,,
1379,BRT公交站旁，金百国际广场，房东急售！可随时看房,90万,11393,天宁区红梅,金百商业广场,2室2厅1厨1卫,高楼层 (共34层),79㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有,暂无数据,2021-05-05,商品房,2018-07-06,普通住宅,未满两年,共有,有抵押 30万元,已上传房本照片,70年住宅民用水电，看房随时，适合优质单身人士！,,存量房需要缴纳个人所得税1%。 契税（看买方名下房屋套数决定费率），若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。 90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%， 若90㎡以上将收取2%。 三套房不论面积大小契税均按照3%收..,,,,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住 论一位经纪人的自我修养，此房源值得推荐。,该房装修细致入微，业主家中亲戚就是学室内装修设计的，同事也在合伙经营一家 装修公司，又是自己的房子很重视，品牌家装建材、家具家电、卫浴、地板无不亲力亲为建选材，监工。省力、省时,,,,
1380,新北万达商圈BRT沿线朝南一居室大阳台22年新装修,66万,11275,天宁区红梅,新城蓝钻苑（东区）,1室1厅1厨1卫,低楼层 (共30层),58.54㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-08-11,商品房,2022-04-08,普通住宅,未满两年,非共有,无抵押,已上传房本照片,此房22年房东购置后重新装修，没住几个月觉得小忍痛出售。,民水民电可安家可书包！户型方正，空间感好，通透性好，居住舒适。格局分布合理，难得好房。楼层佳，视野开阔，前面无遮挡，采光效果好。 专业打造一个居住的成熟社区，亭台楼阁，花园水系，社区环境好，配套齐全。,"1：90平以下首套二套1%，三套及以上3%90平以上首套1.5%，二套2%，三套及以上3%
2：个税：全额的1%，满五年套住宅免征
3：不满两年5.3%税，满两年免征
此房不满2年，可等满2过户，没有个人所得税只有契税",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,,,,,
1381,楼层好，采光佳，户型方正，看房方便，价格好谈,315万,32411,天宁区红梅,青山湾南区,2室2厅1厨1卫,高楼层 (共30层),97.19㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2021-10-17,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 4万元,未上传房本照片,楼层好，采光佳，户型方正，看房方便，价格好谈,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,,,,,
1382,建材新村。地理位置佳。通江路旁。产权清晰。价格美丽,68万,9578,天宁区红梅,建材新村,2室2厅1厨1卫,高楼层 (共6层),71㎡,平层,暂无数据,板塔结合,南,混合结构,简装,暂无数据,无,暂无数据,2021-02-27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 22万元 银行 业主自还,未上传房本照片,此房产权清晰，房源真实，业主诚心出售，看房方便..,,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房，90平以下成交价的1%，90平以上成交价的2%,三套及以上，成交价的3%；2、个税：产证满五唯一，免收个税，不唯一交成交价的1%",,,,小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好 小区地理位置优越，交通便捷，辐射广，设施齐全,,,,"地理位置优越,交通便利，出门就有公交站点，绿化优美，小区环境幽静、小区生活设施齐全，各大银行、chaoshi、菜场、商场、饮食近在咫尺，生活方便 户型周正，格局分布合理，空间感好，通透性强，居住舒适；",,,,,
1383,楼层好，采光佳，户型方正，看房方便。,100万,12196,天宁区红梅,坛园,2室1厅1厨1卫,高楼层 (共6层),82㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-08-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,业主现诚心出售，证件齐，欢迎看房，随时恭候。,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,,,,
1384,金百花园大两房出售！精装修！房东诚心出售！近公交！,118万,12256,天宁区红梅,金百花园,2室1厅1厨1卫,低楼层 (共32层),96.28㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2023-02-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,金百花园大两房出售！精装修！房东诚心出售！近公交！户型方正！,房东目前不在这边发展了，需要卖掉买别墅，等有缘人来定，价格可以刀！,,房子全款无抵押，看房提前约房东，随时可看，按揭或过户经纪人全程陪同！拼搏进取~,,,,,,,房子低楼层，有电梯，小区鸟语花香，邻里和睦，小区环境好！老少皆宜！,,,,,
1385,户型方正   楼层好  采光佳   出行方便,180万,14286,天宁区红梅,聚缘雅居,3室2厅1厨2卫,低楼层 (共22层),126㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-03-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,楼层好，采光佳，户型方正，看房方便~,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,,,,,
1386,青山湾南区 精装一居室 位置好诚售看房方便,168万,34448,天宁区红梅,青山湾南区,2室1厅1厨1卫,低楼层 (共30层),48.77㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有,暂无数据,2022-09-01,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,精装拎包住 绿化高采光足 人车分流环境美 诚心出售,,"1、契税:90平方以下的首套跟二套都是1%，90平米以上首套房成交价的1.5%,二套房90平以上成交价的 2%,三套房无论面积大小都是3%; 2、增值税:产证满2年免收增值税 3、个税:产证满五年但不是唯一套住房, 成交价的1%；满5唯一无个税",,"红梅公园、天宁寺、市民广场、规划馆、博物馆，图书馆，八角井菜场,锦绣菜场， 大润发， 医院: 青山湾社区医院,武进医院，一院,二院",,小区有东门和北门两个门，汽车电动车直接入库，小区环境优美 人车分流 ，孩子老人玩耍散步安全放心。,,,,,,,,,
1387,通透二房，业主诚心出售，看房方便,89万,9889,天宁区红梅,翠竹新村南区,2室2厅1厨1卫,中楼层 (共6层),90㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-10-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,业主现诚心出售，证件齐全，产权清晰，欢迎看房，提前预约即..,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,该房是纯商品房，已经满两年，税少，税费主要有:个税是1%、首套房契税是1.5%。二套是2%，三套及以上是3%,,,地铁1号线翠竹站，.10路.29路.14路.31路公交车 共享单车.出行方便,,,,,,,,,,
1388,此房楼层好 拎包入住 采光无遮挡,60万,9837,天宁区红梅,红梅东村,2室1厅1厨1卫,中楼层 (共6层),61㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-08-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房楼层好 拎包入住 采光无遮挡,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,,,,,
1389,红梅新村一楼带院子2房明厨明卫房东诚出售看中价可谈,68万,11487,天宁区红梅,红梅新村,2室1厅1厨1卫,低楼层 (共5层),59.2㎡,平层,暂无数据,塔楼,南,混合结构,简装,暂无数据,暂无数据,暂无数据,2022-10-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,红梅新村一楼带院子院门已开 2房 明厨明卫,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,红梅商场、金叶连锁(林园商场东南)、大润发市、红星家具装饰城、金太阳家电北环商场、九龙小商品批发市场、世纪联华市，商 业 银行(北环路)、江苏银行红梅支行、农业银行九龙支行、建设银行竹林新村分理处、中国邮政北环路储蓄所、红梅邮政储蓄,,,,,,,,,,,
