,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,户型介绍,周边配套,小区介绍,适宜人群,装修描述,交通出行,房源核验码,查询房管备案记录,别墅类型,用水类型,用电类型,燃气价格
383,世茂广场58平 办公装修 朝南  诚心出售,36万,6192,新北区恐龙园,世茂广场,1室1厅1厨1卫,低楼层 (共28层),58.14㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,六梯二十四户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,地段好，交通方便，公交、地铁齐全。旁边大型生活市场。,,非住宅： 契税，成交价的3%； 增值税及附加，差额的5.6%，另附加税额12%； 个人所得税，差额的20%； 印花税，全额的5%或清算； 土地增值税，全额的30%或清算。,,,小区东在建大型菜场北有世茂广场各种配套完善另有龙湖天街在造紧靠恐龙园迪诺水镇南靠紫荆公园东经120金融圈,位置：小区地理位置佳，绿化多，居民素质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻,,,,,,,,,
384,世茂香槟湖三期 小三房 诚心出售 欢迎看房,156万,16180,新北区恐龙园,世茂香槟湖三期,3室1厅1厨1卫,低楼层 (共33层),96.42㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-01-16,商品房,2020-01-17,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,楼层好，视野旷阔，采光充足，交通便利,业主现在诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，可谈。,1、契税：首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、增值税：产证满2年免收增值税，未满2年征收5.6%。 3、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,,,,
385,邻恐龙园户型方正出行方便全天采光,190万,21809,新北区恐龙园,九龙仓时代上院,2室2厅1厨1卫,高楼层 (共20层),87.12㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-01-16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 80万元 建设银行,未上传房本照片,此房源满五年唯一，户型方正，楼层位置好,房子毛坯空置，诚心出售，可全程陪看，欢迎随时看房，随时恭候，,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，房子无抵押，过户全程陪同,,,,,,,,,,,,
386,九龙仓时代上院 3室1厅 南,165万,15567,新北区恐龙园,九龙仓时代上院,3室1厅1厨1卫,低楼层 (共32层),106㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,,
387,世茂香槟湖一期 精装修带地暖 5.4米挑高,285万,15632,新北区恐龙园,世茂香槟湖一期,5室1厅1厨2卫,中楼层 (共32层),182.32㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-12-01,商品房,2011-03-23,普通住宅,暂无数据,共有,无抵押,已上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,首套房契税是1.5%，二套是2%，三套及以上是3%，首套房契税是1.5%，二套是2%，三套及以上是3%,,,生活设施齐 银行 农贸菜场 商场 饮食近在咫尺 生活起居很方便,,,,,,,,,,
388,九龙仓时代上院，恐龙园旁，3房，业主急售,130万,14792,新北区恐龙园,九龙仓时代上院,3室2厅1厨1卫,中楼层 (共26层),87.89㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2024-01-28,商品房,2020-01-01,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房满五唯一 小区前排全天采光 交通方便 恐龙园边吃喝玩乐,业主闲置，满五唯一 交通方便 购物方便 诚心出售，可全程陪看，欢迎随时看房，随时恭候,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，无抵押，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,,,,
389,恐龙园旁 世茂香槟湖二期精装修住宅 诚心出售,155万,17598,新北区恐龙园,世茂香槟湖二期,2室2厅1厨1卫,中楼层 (共18层),88.08㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-01-15,商品房,2014-03-07,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,楼层好，视野旷阔，采光充足，交通便利,业主现在诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，可谈。,1、契税：首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、增值税：产证满2年免收增值税，未满2年征收5.6%。 3、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,,,,
390,小区环境优雅，配套成熟，交通便利，居住舒适,115万,13394,新北区恐龙园,世茂香槟湖一期,2室2厅1厨1卫,中楼层 (共31层),85.86㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-02-24,商品房,2019-03-04,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,户型周正，格局分布合理，小区环境优雅，配套成熟，交通便利,业主诚意出售。欢迎看房，随时恭候，户型好，采光佳，成熟小区管理,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2% 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,生活设施齐全 银行 菜场 商场 饮食 公交 地铁 近在咫尺 生活起居很方便,,,,,,,,,,
391,恐龙园旁 香槟湖二期 中层 采光全天 南北通透 诚售,205万,16183,新北区恐龙园,世茂香槟湖二期,3室2厅1厨2卫,高楼层 (共33层),126.68㎡,平层,暂无数据,塔楼,南 北,混合结构,精装,两梯三户,有,暂无数据,2024-02-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区生活设施齐全。商场，大卖场，菜场，银行。交通便利,,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,贷款抵押：此房可以正常交易，没有抵押 售房原因：业主卖房为了换房改善,,,物业：世茂香槟湖物业，物业管理到位完善 绿化：小区绿化高，环境优美，定期打理草坪绿植 管理：小区人车分流，道路干净，物业定期冲洗,,,,,,,,,
392,长兴秀江南 3室1厅 南,255万,17115,天宁区恐龙园,长兴秀江南,3室1厅1厨2卫,中楼层 (共4层),149㎡,,暂无数据,,南,未知结构,毛坯,,,暂无数据,2024-02-21,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,暂无数据,,,
393,印山风华 中叠 精装修 全体采光 实际使用面积252平,980万,54566,新北区恐龙园,嘉宏·印山风华,3室2厅1厨2卫,中楼层 (共6层),179.6㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2024-02-29,商品房,暂无数据,别墅,暂无数据,共有,有抵押 210万元,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,首套房契税是1.5%，二套是2%，三套及以上是3%，不满二5.3增值税,,,生活设施齐 银行 农贸菜场 商场 饮食近在咫尺 生活起居很方便,,,,,,,暂无数据,,,
394,世茂二期精装小三房，小高层，有密码，看房方便,230万,16665,新北区恐龙园,世茂香槟湖二期,3室2厅1厨2卫,高楼层 (共18层),138.02㎡,平层,暂无数据,板楼,南,钢混结构,精装,十五梯三户,有,暂无数据,2024-03-09,商品房,2017-06-14,普通住宅,暂无数据,共有,无抵押,已上传房本照片,世茂二期小高层，精装60多万，中上楼层，看房方便,,该房是纯商品房，税费主要有:个税是1%、首套房契税是1.5%。二套是2%，三套及以上是3%,,,配套完善，生活设施齐银行购物方便菜场商场饮食近在咫尺生活起居很方便。,环境优美小区安静优雅绿化较好带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利:公交车方向众多，外部道路宽阔，交通十分便利。3生活便利:小区内有，合理分布便利，生活用品及买菜+分便利，生活轻松,,,,,,,,,
395,世茂广场 2室1厅 西北,67万,10000,新北区恐龙园,世茂广场,2室1厅0厨1卫,低楼层 (共25层),67㎡,复式,暂无数据,板塔结合,西北,框架结构,精装,六梯五十八户,有,暂无数据,2024-03-15,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
396,龙湖星图 1室1厅 北,35万,10938,新北区恐龙园,龙湖星图,1室1厅1厨1卫,中楼层 (共31层),32㎡,平层,暂无数据,暂无数据,北,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-02-29,商品房,暂无数据,商住两用,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,未知,未知,
397,恐龙园旁 九龙仓时代上院 精装小三房 诚心出售,162万,18252,新北区恐龙园,九龙仓时代上院,3室1厅1厨1卫,中楼层 (共32层),88.76㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-03,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,楼层好，视野旷阔，采光充足，交通便利,业主现在诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，可谈。,1、契税：首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、增值税：产证满2年免收增值税，未满2年征收5.6%。 3、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,,,,
398,恐龙园板块 双珑原著别墅边户 诚心出售 欢迎看房,1580万,40722,新北区恐龙园,龙湖原山,6室2厅1厨5卫,低楼层 (共3层),388㎡,,暂无数据,,南,钢混结构,毛坯,,,暂无数据,2023-12-03,商品房,暂无数据,别墅,暂无数据,共有,有抵押,未上传房本照片,楼层好，视野旷阔，采光充足，交通便利,业主现在诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，可谈。,1、契税：首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、增值税：产证满2年免收增值税，未满2年征收5.6%。 3、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,暂无数据,,,
399,世茂广场58平 办公装修 总价低  诚心出售,36万,6192,新北区恐龙园,世茂广场,1室1厅1厨1卫,低楼层 (共28层),58.14㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,六梯二十四户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,地段好，交通方便，公交、地铁齐全。旁边大型生活市场。,,非住宅： 契税，成交价的3%； 增值税及附加，差额的5.6%，另附加税额12%； 个人所得税，差额的20%； 印花税，全额的5%或清算； 土地增值税，全额的30%或清算。,,,,位置：小区地理位置佳，绿化多，居民素质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻,,此房装修清爽 朝南 全天采光 可以随时注册公司进入办公  .,,,,,,,
400,靠恐龙园 精致两房 全明设计 空间利用合理 居住舒适,133.6万,15617,新北区恐龙园,世茂香槟湖一期,2室1厅1厨1卫,高楼层 (共31层),85.55㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2024-02-24,商品房,2024-03-06,普通住宅,未满两年,非共有,无抵押,已上传房本照片,靠恐龙园；精致两房；全明设计；空间利用合理；居住舒适,,九十平内首套契税百分之一；三套以上百分之三；九十平以上手套契税百分之一点五；二套百分之二；二套或以上百分之三；不满两年增值税百分之三； 满五唯一免个税；,,,步行街；银行；大型商场；菜场；多路公交聚会点；中转点；后期地铁；生活；出行比较方便,,常州市政府旁；靠恐龙园；本小区适合上班簇；而且对生活要求比较高的人群；,,,,,,,,
