,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,周边配套,房源核验码,查询房管备案记录,适宜人群,税费解析,权属抵押,交通出行,售房详情,装修描述,别墅类型,用水类型,用电类型
1316,妇幼旁雨润城精装三房，户型正采光足。,170万,13077,钟楼区北港,雨润城,3室2厅1厨2卫,中楼层 (共32层),130㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2024-03-14,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元 金融公司垫资,未上传房本照片,此房户型方正 三室两厅一厨两卫，采光充足 ..,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻..,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商场,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
1317,枫逸人家 两房 精装修 保养好 满五唯一,120万,13821,钟楼区北港,枫逸人家,2室2厅1厨1卫,低楼层 (共14层),86.83㎡,平层,68.67㎡,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-27,商品房,2015-03-19,普通住宅,暂无数据,共有,有抵押 15万元,已上传房本照片,两房 精装修 保养好 满五唯一,小区绿化好 环境优美 干净整洁 停车方便 入住率高 人文气息浓厚 居住舒适 出行方便,,1公园：青枫公园、运河景观带 2购物：汇农生鲜、宝龙广场、龙湖天街 3医院：常州妇幼保健医院 4交通：龙江路高架、地铁2号线,,,,,,,,精装修 房子保养的好 拎包入住 装修设计合理 居住舒适 功能间分明,,,
1318,青枫公园旁带装修2室，诚心出售看房方便,95万,10029,钟楼区北港,御源林城西区,2室1厅1厨1卫,中楼层 (共11层),94.73㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,暂无数据,2024-02-18,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 100万元,未上传房本照片,此房户型方正 高楼层 采光充足 配套齐全,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻 适宜人群：,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
1319,景瑞曦城 2室2厅 南,130万,14445,钟楼区北港,景瑞曦城,2室2厅1厨1卫,高楼层 (共27层),90㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,暂无数据,2024-03-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,
1320,梧桐香郡3房2卫 前排无遮挡 拎包入住,150万,13722,钟楼区北港,梧桐香郡花园西区,3室2厅1厨2卫,低楼层 (共22层),109.32㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,有,暂无数据,2023-12-25,商品房,2024-01-01,普通住宅,未满两年,非共有,有抵押,已上传房本照片,综合市场，医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄。 500米内就有地铁口、中吴大道，交通便捷。运河公园环境，闹中取静,,,"契税：首套房，90平米以下成交价的1％。 2.90平米以上成交价的1.5％, 二套房90平以上成交价的2%。 3.增值税：产证满2年免收增值税，未满2年征收5.6％",042493799050,户型格局好，优质户型，户型方正，通透明亮业主诚心出售,,地处交通发达地段，在常州“金腰带”中吴大道南边，和平路地铁一号线西侧，中吴大道横穿东西，链接东西高架，地铁一号线贯穿南北，链接新北，市区，武进，抵达常州任何地方都方便,,,,,,,
1321,宝龙国际花园 青枫公园旁 区政府 D铁2号线 中层,100万,11705,钟楼区北港,宝龙国际花园,2室2厅1厨1卫,中楼层 (共32层),85.44㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2024-03-06,商品房,2017-03-09,普通住宅,暂无数据,共有,无抵押,已上传房本照片,买家首套契税：面积＜ 90平米1%，面积≥90平米1.5%；二套契税：面积＜ 90平米1%，面积≥90平米2%；三套契税：3%。个人所得税卖家满五唯一免征。商铺公寓地产3%契税。房屋契税时间不满2年，缴纳5.3%增值税,,,,042400023382,此房满五唯一，精装拎包住，楼层好，位置好，视线采光好,,"常州市妇幼保健医院500米，D铁2号线（延星港路），BRT,52路,213路，39路公交车，500米 上高架，宝龙商场，惠农生鲜，龙湖商场等",,,,,,,
1322,青枫公园 客厅宽敞舒适，使用率高 ，朝东户型,25万,5637,钟楼区北港,宝龙国际花园,1室1厅1厨1卫,高楼层 (共9层),44.35㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯三十九户,有,暂无数据,2024-01-04,商品房,2018-08-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,户型 朝东舒适，全天采光。房型方正视野好。格局分明，装修清爽。,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,042416771829,青枫公园 客厅宽敞舒适，使用率高 ，朝东户型,,,,,,,,,
1323,梧桐香郡  精装2房  前排视野佳  价可谈,115万,13647,钟楼区北港,梧桐香郡花园西区,2室1厅1厨1卫,中楼层 (共22层),84.27㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,有,暂无数据,2023-12-26,商品房,2023-12-29,普通住宅,未满两年,共有,有抵押,已上传房本照片,楼层好，采光充足，配套齐全，两室两厅一厨一卫。客厅带阳台。明亮舒适,,首付不高，总价低适合预算不高想，刚需人群三口之家，对装修没有太高要求,,042409554223,去青枫公园方便，房龄较新，两房，带入户花园。,"：
首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2％ 三套房不论面积统一3％",,,,,,,,
1324,雨润城 便宜出售 户型 朝南舒适，全天采光,100万,11699,钟楼区北港,雨润城,2室1厅1厨1卫,中楼层 (共32层),85.48㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-24,商品房,2019-04-08,普通住宅,暂无数据,共有,无抵押,已上传房本照片,小区环境优美 物业管理完善 居住体验好 配套方便 出行方便 游乐设施,门口200米妇幼保健院常州人民医院钟楼院区 宝龙城市广场 龙湖天街 在建中吴广场,,出门500米龙江高架 贯穿全常州 交通便利 道路通畅 配有地铁规划线,042417381864,雨润城 便宜出售 户型 朝南舒适，全天采光,,,,,,,,,
1325,青枫公园 宝龙城市广场 3房 业主诚心出,150万,13137,钟楼区北港,宝龙国际花园,3室1厅1厨2卫,中楼层 (共32层),114.19㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-03-20,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房满五唯一 3开间朝南 2卫 精装修 装修不错 中间楼层,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,,小区旁成熟社区，配套设施齐，菜场，地铁站，宝龙商场，青枫公园 各大银行 妇幼保健医院，适宜居住 让你步行就满足一切需要,,,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
1326,清云澜湾A区 3室2厅 南,125万,13956,钟楼区北港,清云澜湾A区,3室2厅1厨1卫,高楼层 (共27层),89.57㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-15,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,
1327,青枫公园 客厅宽敞舒适，使用率高 ，朝南户型,170万,15746,钟楼区北港,保利公园九里,3室2厅1厨2卫,中楼层 (共27层),107.97㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2024-03-08,商品房,2018-05-21,普通住宅,满五年,共有,无抵押,已上传房本照片,青枫公园 客厅宽敞舒适，使用率高 ，朝南户型,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,户型 朝南舒适，全天采光。房型方正视野好。干湿分离 格局分明。,成熟社区，配套设施齐，菜场，娱乐场所，公园、银行、医院，适宜居住 让你步行就满足一切生活所需。,,,,,,,,,,,
1328,青枫公馆精装3房 东边户 前排无遮挡全天采光 地铁口,128万,11328,钟楼区北港,青枫公馆青枫花园,3室2厅1厨1卫,中楼层 (共26层),113㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2024-03-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,精装拎包住，楼层好，位置好，前面没有遮挡，视线采光好,环境按照规划整理后，环境优美！1. 环境优美：小区安静优雅，绿化较好，带有休闲设施，周末可在小区花园游玩,,,,,,面积＜ 90平米1%，面积≥90平米1.5%；二套契税：面积＜ 90平米1%，面积≥90平米2%；三套契税：3%。个人所得税卖家满五唯一免征。,,,,客厅宽敞大方，明亮通透，采光效果好，视野宽阔，使用率高，舒适安静,,,
1329,青枫公园旁带装修2室，诚心出售看房方便,95万,10029,钟楼区北港,御源林城西区,2室1厅1厨1卫,中楼层 (共11层),94.73㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,暂无数据,2024-02-18,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 100万元,未上传房本照片,此房户型方正 高楼层 采光充足 配套齐全,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻 适宜人群：,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
1330,枫逸人家 两房 精装修 保养好 满五唯一,120万,13821,钟楼区北港,枫逸人家,2室2厅1厨1卫,低楼层 (共14层),86.83㎡,平层,68.67㎡,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-27,商品房,2015-03-19,普通住宅,暂无数据,共有,有抵押 15万元,已上传房本照片,两房 精装修 保养好 满五唯一,小区绿化好 环境优美 干净整洁 停车方便 入住率高 人文气息浓厚 居住舒适 出行方便,,1公园：青枫公园、运河景观带 2购物：汇农生鲜、宝龙广场、龙湖天街 3医院：常州妇幼保健医院 4交通：龙江路高架、地铁2号线,,,,,,,,精装修 房子保养的好 拎包入住 装修设计合理 居住舒适 功能间分明,,,
1331,妇幼旁雨润城精装三房，户型正采光足。,170万,13077,钟楼区北港,雨润城,3室2厅1厨2卫,中楼层 (共32层),130㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2024-03-14,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元 金融公司垫资,未上传房本照片,此房户型方正 三室两厅一厨两卫，采光充足 ..,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻..,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商场,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
1332,枫逸人家 3室2厅 南,128万,10365,钟楼区北港,枫逸人家,3室2厅1厨2卫,高楼层 (共6层),123.5㎡,复式,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2024-03-20,商品房,2021-11-21,普通住宅,暂无数据,共有,有抵押 业主自还,已上传房本照片,,,,,,,,,,,,,,,
1333,宝龙国际花园二期 1室1厅 南,25.6万,6795,钟楼区北港,宝龙国际花园二期,1室1厅1厨1卫,中楼层 (共29层),37.68㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,六梯二十四户,有,暂无数据,2024-03-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,042494027048,,,,,,,,,,
1334,宝龙国际花园二期 1室1厅 南,34.6万,6810,钟楼区北港,宝龙国际花园二期,1室1厅1厨1卫,中楼层 (共29层),50.81㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,六梯二十四户,有,暂无数据,2024-03-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,042487954203,,,,,,,,,,
