,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,查询房管备案记录,核心卖点,小区介绍,税费解析,交通出行,户型介绍,周边配套,售房详情,权属抵押,适宜人群,装修描述,别墅类型,用水类型,用电类型,燃气价格
1251,金色新城西区中低层精装三房二厅装修保养好南北通风,210万,16229,钟楼区南大街,金色新城西区,3室2厅1厨1卫,低楼层 (共32层),129.4㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-01-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,边户，270°采光，运河边公园景观房。装修保养好，家电家具全。,常州市有名小区。物业费低物业管理又好，封闭式小区，24小时保安值班。小区里又篮球场等健身设施。小区后马路运河边是新建的景观公园。,,上高架1500米，到火车站800米，到长江路500米，到新北万达3000米。,,到亚细亚影视城100米，到吾悦国际150米，到地铁二号线站口200米。,,,,,,,,
1252,京城豪苑 边户  楼层好 采光好 看房方便,300万,50336,钟楼区南大街,京城豪苑北区,1室1厅1厨1卫,中楼层 (共32层),59.6㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2022-10-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,核 心卖点：楼层好，采光佳，户型方正，看房方便~,,"税费解析：税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,售房详情：业主现诚心出售，证件齐全，合看房，欢迎看房，随时恭候，，,权属抵押：此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
1253,吴家场公寓 2室2厅 南,199万,26856,钟楼区南大街,吴家场公寓,2室2厅1厨2卫,高楼层 (共6层),74.1㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-07-06,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 公积金,未上传房本照片,,,,,,,,,,,,,,,,
1254,房东诚心出售。看中好商量。两房朝南，，,260万,38795,天宁区南大街,西园村,3室1厅1厨1卫,低楼层 (共5层),67.02㎡,平层,暂无数据,暂无数据,南,未知结构,简装,暂无数据,无,暂无数据,2021-10-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,户型方正，格局好，楼层好，采光充足，配套设施齐全，生活便利,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个",,,,此房房源真实，提前预约，随时可以看房，房东诚心出售，看中可谈,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
1255,清潭六村 正常商贷 全天采光 领包即住,80万,12091,钟楼区南大街,清潭六村西区,2室1厅1厨1卫,高楼层 (共6层),66.17㎡,平层,暂无数据,板楼,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2022-04-06,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 35万元,未上传房本照片,,,荆川公园旁 清潭六村优质户型，通透格局，视野宽阔,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等,,,小区比较安静 适合老人和小孩生活 安静舒适环境好。。。。。。。。。,,,,,
1256,税费解析：此房户型方正，通透明亮，阳台视野宽阔,131万,13646,钟楼区南大街,清潭六村东区,2室2厅1厨1卫,低楼层 (共6层),96㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,暂无数据,无,暂无数据,2021-10-23,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,此房户型方正，通透明亮，阳台视野宽阔，采光很好,"小区介绍：
小区配套齐全，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等","税费解析：
契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",,,,"售房详情：
此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商",,,,,,,
1257,房东诚心出售，车站， 地铁。 红梅公园,330万,23807,天宁区南大街,丽景花园,3室2厅1厨2卫,低楼层 (共6层),138.62㎡,错层,暂无数据,板楼,南,砖混结构,精装,暂无数据,暂无数据,暂无数据,2021-12-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,"：
有电梯 中间楼层 采光无遮挡 配套齐全 交通便利",建筑年代2000年，小区共有23栋，802户，离地铁1号线博爱路站380米,"、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 三套房无论面积大小都是3%；2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、",,,,,,离校很.近，减少孩子上学的时间和精力成本 小区环境安静 适合一家人生活,,,,,
1258,楼层好，采光佳，配套齐全，拎包即住。,418.8万,35863,天宁区南大街,椿桂坊公寓,3室1厅1厨1卫,中楼层 (共16层),116.78㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-02-09,商品房,2022-02-12,普通住宅,满两年,共有,无抵押,已上传房本照片,,,此房满五年不唯一，通透，楼层好，采光佳，配套齐全，,,,,,生活设施齐 银行  菜场 商场 饮食近在咫尺 生活起居很方便。,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,
1259,楼层好，采光佳，户型方正，看房方便~,240万,28572,钟楼区南大街,双子星座公寓,2室1厅1厨1卫,高楼层 (共30层),84㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯十九户,有,暂无数据,2022-06-21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,楼层好，采光佳，户型方正，看房方便~,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,"业主人友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,成熟小区管理",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
1260,杨柳巷小区 2室1厅 南 北,180万,21679,钟楼区南大街,杨柳巷小区,2室1厅1厨1卫,中楼层 (共7层),83.03㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2022-10-26,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1261,名骏家园新出好房，吾悦国际旁，地铁2号线,238万,24985,钟楼区南大街,名骏家园,2室2厅1厨1卫,中楼层 (共33层),95.26㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2022-10-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,名骏家园新出好房，吾悦国际旁，地铁2号线,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,"业主人友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,成熟小区管理",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
1262,此房满五年。户型方正，采光好房东诚心出售,240万,32640,钟楼区南大街,名骏家园,2室1厅1厨1卫,低楼层 (共32层),73.53㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-01-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房满五年。户型方正，采光好房东诚心出售,,客户契税，首套房，90平方以下成交价的百1，90平以上成交价1.5.2套房以上成交价的百3，增值税产证满二年免收增值税，末满二年征收百5.6，个税产证满五年而且是一套房免个税同样满五年成交价的百1,小区门口有二个公交站台财付通交有多条线路，交通四通八达，可通往常州各个区域,,,业主诚心出售，证件齐，产权清晰，如看中房子，价格可谈，欢迎大家随时来看房,,,,,,,
1263,觅渡桥，田家炳，好地段，好品质，好房，值得拥有,250万,26151,钟楼区南大街,名骏家园,2室2厅1厨1卫,高楼层 (共33层),95.6㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯六户,有,暂无数据,2023-09-24,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,,,此房满5年 市区吾悦国际旁 配套 齐全 拎包即住,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 三套房无论面积大小都是3%；2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",2小区地处市区交通便利：门口有公交站台BRT 24路 31路等 2公里内有火车站 ，汽车站，可以上环城高架,,"公园：小区自带一个人民公园 ,2公里内有红梅公园菜场：广华菜场，：2公里内有大润发市 欧尚市。医院：2公里内有青山湾社区医院，武进医院，一院 ，二院",,,,,,,,
1264,西横街电梯房全新精装三房二厅南北通风采光佳,208万,23909,钟楼区南大街,西横街,3室2厅1厨1卫,中楼层 (共7层),87㎡,平层,暂无数据,板塔结合,南,未知结构,精装,暂无数据,无,暂无数据,2023-09-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,满五不唯一，精装，二南一北，宽敞明亮，没小孩读书,,,,,到吾悦国际200米，到泰富百货200米，到市一院300米，到火车站500米。,,无抵押，无贷款，夫妻共有，产权清晰。房东诚意出售，看房方便，电梯房。,,,,,,
1265,采光充足，环境优美，闹中取静，配套齐全，生活设施全,380万,27360,天宁区南大街,世家华庭,3室2厅1厨2卫,中楼层 (共27层),138.89㎡,平层,暂无数据,平房,南,钢混结构,精装,两梯四户,有,暂无数据,2021-09-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房位置好，南北空气对流，楼层好，采光无遮挡，两房朝南。,,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%。,,1.户型周正，格局分布合理，空间感好，通透性强，居住舒适；2.楼层佳，南北朝向，视野开阔，采光通透。,,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商。,,,,,,,
1266,椿桂坊大楼楼层好采光佳精装修地铁口椿桂坊公寓元丰桥,298万,31703,天宁区南大街,椿桂坊大楼,3室2厅1厨1卫,高楼层 (共6层),94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2021-07-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房楼层高，采光好。精装修，地铁口，看房方便，看中价格可谈,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院 ，商场等,首套房成交价的1.5%，二套房成交价的2%，三套房成交价的3%。 增值税：满2年免征，不满2年成交额征收5.6%。 个税：不满5年征收1%,,,生活设施齐 地铁 银行 医院 菜场 商场 饮食近在咫尺 生活起居很方便,,,,,,,,
1267,bei 交 ben 部 3房朝南 楼层佳  采光好 保养好,258万,18170,钟楼区南大街,玉带公寓,3室2厅1厨1卫,中楼层 (共6层),142㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2022-05-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,bei 交 ben 部 3房朝南 楼层佳  采光好 保养好,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，配套好 采光不错,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
