,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,套内面积,房屋朝向,建筑结构,装修情况,别墅类型,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,售房详情,税费解析,权属抵押,户型结构,建筑类型,梯户比例,配备电梯,小区介绍,周边配套,房源核验码,查询房管备案记录,装修描述,交通出行,适宜人群
221,好得家，电梯房，精装修，房龄新，有钥匙，随时看,19万,3115,金坛区西城街道,好得家商务公馆,1室2厅1厨0卫,中楼层 (共7层),61㎡,暂无数据,西 南 北,框架结构,精装,,暂无数据,2023-09-18,商品房,2016-10-12,普通住宅,暂无数据,共有,无抵押,已上传房本照片,好得家，电梯房，精装修，房龄新，有钥匙，随时看,房子户型经典，西边户，电梯房户型方方正正，格局好，好布置，楼层好，,房东变现，没有贷款，没有抵押，房子产权清晰，没有纠纷，诚意出售，随时交易，,,,暂无数据,板塔结合,两梯五十二户,有,,,,,,,有电梯，精装修，低密度洋房，停车免费，交通方便，好型好，次新房，
222,亲亲家园 电梯顶楼复式 144平 家电家具齐全,125万,8681,金坛区西城街道,虹亚亲亲家园,4室2厅1厨2卫,高楼层 (共14层),144㎡,暂无数据,南,未知结构,精装,,暂无数据,2023-11-11,商品房,2023-11-20,普通住宅,未满两年,非共有,有抵押 业主自还,已上传房本照片,此房格局好业主诚心出售户型方正视野好,使用的装修材料上乘，三开间朝南，两卧室朝南，可有4个房间，保养的好，品牌家电，拎包入住。,,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免,"此房产权清晰,、房源真实,业主诚心出售,看房方便,过户全程陪同",暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,
223,房东诚心出良常前面 春风三村 两室 有带窗户的车库,51.8万,5476,金坛区西城街道,春风三村,2室2厅1厨1卫,高楼层 (共6层),94.6㎡,暂无数据,南,砖混结构,精装,,暂无数据,2023-11-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满五 户型方正 南北通风的格局 中间楼层 采光好 还有小车库,,,"套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%。",,暂无数据,塔楼,暂无数据,无,,有春风公园 综合市场 良常  夜宵市场 还有工业园区 出行方便 配套齐全,,,,有公交站台 交通方便 靠长途汽车站 乘车也方便 去南京 上海 苏州 常州都方便,
224,金坛八佰伴隔壁，白凉亭，南北通透2居室，2层,25.5万,3592,金坛区西城街道,白凉亭新村,2室1厅1厨1卫,高楼层 (共5层),71㎡,暂无数据,南 北,砖混结构,精装,,暂无数据,2023-06-28,商品房,2013-09-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,此房满5年，小区中间，比较安静，小区停车免费，看房方便，,,房东换房，此房产权清晰，没有纠纷，没有贷款。随时可以签约过户，,此房满5唯一，首套房成交价只有的1%的税费，购房成本低，房东诚意出售，看房方便,,暂无数据,板塔结合,暂无数据,暂无数据,,,,,,,配套八佰伴商场，西门农贸市场，金坛北站，大统华购物广场，生活方便，
225,文萃苑3-2-1-1 111.00m² 55.8 万,53.8万,4847,金坛区西城街道,文萃苑,3室2厅1厨1卫,中楼层 (共5层),111㎡,暂无数据,南,砖混结构,精装,,暂无数据,2023-06-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"业主人很友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,",,,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5念成交价的1%,,暂无数据,塔楼,暂无数据,暂无数据,小区环境各方面还是不错的，交通便利，配套齐全。出行便利，小区环境好，绿化高，花草树木一应俱全，空气新鲜,小区楼下 适合晨跑 工作一天下来 饭后带孩子散散步 第三人民医院 西门菜市场，双拥广场,,,,,
226,五星家园  顶楼复式 4室2厅1厨2卫 精装修   拎包入住,56.8万,5410,金坛区西城街道,五星家园,4室2厅1厨2卫,高楼层 (共5层),105㎡,暂无数据,南,未知结构,精装,,暂无数据,2023-09-30,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,
227,美地蓝庭 4室2厅1厨2卫 精装修 有钥匙  随时方便看房,86.8万,5276,金坛区西城街道,美地蓝庭,4室2厅1厨2卫,高楼层 (共5层),164.52㎡,暂无数据,南 北,框架结构,精装,,暂无数据,2023-09-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,平房,暂无数据,暂无数据,,,,,,,
228,亲亲家园小区小高层三室两厅毛坯房,99.8万,9006,金坛区西城街道,虹亚亲亲家园,3室2厅1厨1卫,低楼层 (共18层),110.82㎡,暂无数据,南,钢混结构,毛坯,,暂无数据,2023-07-21,商品房,2023-07-21,普通住宅,未满两年,非共有,有抵押,已上传房本照片,前面是洋楼，无遮挡，采光充足，户型方正，位置有优势,,,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免。,,暂无数据,板塔结合,暂无数据,暂无数据,物业管理规范，24小时安保，小区规划很好干净整洁，素质住户，有健身区和儿童游乐区。,,,,,交通便利，邻近商场近购物方便，医院就在旁边，小区旁边就是金坛的运河，高速也方便,
229,元巷3室2厅2卫  120平  开价68万  看中可谈,64.8万,5400,金坛区西城街道,金城镇元巷小区,3室2厅1厨2卫,中楼层 (共11层),120㎡,暂无数据,南 北,框架结构,毛坯,,暂无数据,2023-05-30,商品房,2023-07-01,普通住宅,未满两年,共有,无抵押,已上传房本照片,元巷小区 3室2厅2卫 中楼层 采光好 毛坯 次新小区 电梯房,,"售房原因：单纯出售！
房屋现状：随时可以看房，业主随时可以签约！
特殊要求：无特殊要求！",首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税,"贷款抵押：目前房屋无任何贷款抵押，随时可以签约交易！
售房原因：业主工作在金坛，单纯出售！",暂无数据,板塔结合,暂无数据,暂无数据,,,,,,,
230,好得家公寓5楼，48平，1室1厅1卫精装修,18.8万,3924,金坛区西城街道,好得家商务公馆,1室1厅1厨1卫,中楼层 (共7层),47.92㎡,暂无数据,南,框架结构,精装,,暂无数据,2023-07-24,商品房,2015-12-21,普通住宅,暂无数据,共有,无抵押,已上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好",,,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,暂无数据,板塔结合,两梯五十二户,有,,,,,,出行方便， 距离购物广场100米，小区门口有菜场便利，有公交车,
231,小区环境各方面还是不错的，交通便利，配套齐全。,55万,6044,金坛区西城街道,金城镇元巷小区,2室2厅1厨1卫,中楼层 (共11层),91㎡,暂无数据,南,框架结构,毛坯,,暂无数据,2023-05-30,商品房,2021-07-02,普通住宅,暂无数据,共有,无抵押,已上传房本照片,"业主人很友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,",,,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5念成交价的1%,,暂无数据,板塔结合,暂无数据,暂无数据,小区环境各方面还是不错的，交通便利，配套齐全。出行便利，小区环境好，绿化高，花草树木一应俱全，空气新鲜,,,,,,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利
232,房东精装修，带车库，诚心出售，看房子提前联系,45.8万,6442,金坛区西城街道,邮堂庙新苑,1室1厅1厨1卫,中楼层 (共6层),71.1㎡,暂无数据,南,未知结构,精装,,暂无数据,2023-03-28,商品房,2019-05-18,普通住宅,暂无数据,共有,无抵押,已上传房本照片,房东精装修，带车库，诚心出售，看房子提前联系,本小区是新建的。小区的楼间距大，采光充足，即使低楼层，也基本没有挡的，这是这个小区的一个亮点。小区楼栋布局合理，而且绿化好。,,,,暂无数据,暂无数据,暂无数据,暂无数据,"户型周正,格局分布合理,空间感好,通透性强,居住舒适;2、楼层佳,朝向南北,视野开阔,采光透亮。",,,,楼的管理比较好，地面贴了地砖，屋顶吊顶干净整洁，房东一家精心设计，一直自住，保养挺好。,,
233,二中旁文荟苑北配套齐全户型方正房东置换诚意出售,62.8万,5881,金坛区西城街道,文荟苑北区,2室2厅1厨1卫,中楼层 (共5层),106.8㎡,暂无数据,南,砖混结构,精装,,暂无数据,2023-05-30,商品房,2009-01-01,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房满五唯一，视野开阔，价格可谈，诚意出售,,房东已经购置新房诚心出售现有房子 ，房子保养比较好，适合居住，家电家具全留,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.6%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,塔楼,暂无数据,暂无数据,,,,,,,适合一家子生活，小区人物兴旺，二中，医院，商场，生活便利，出行方便
234,茅山颐园2-2-1-1 335 万一层联排合院，北入户,310万,32165,金坛区西城街道,茅山颐园,2室2厅1厨1卫,低楼层 (共1层),96.38㎡,暂无数据,南 北,钢混结构,精装,,暂无数据,2022-11-26,商品房,2020-08-20,普通住宅,暂无数据,共有,无抵押,已上传房本照片,"此房格局好,全天采光,户型方正视野好，交通便利","房子格局好,全天采光,户型方正视野好,明厨明卫。二室二厅一厨二卫：",现在业主诚心出售房子，证件齐全，看房需提起前预约，随时可签！,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%。",,暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,
235,文萃苑边户 精装修 拎包入住 小区环境好,42.8万,4395,金坛区西城街道,文萃苑,2室2厅1厨1卫,高楼层 (共6层),97.4㎡,暂无数据,南,砖混结构,精装,,暂无数据,2023-05-30,商品房,2012-10-24,普通住宅,暂无数据,共有,无抵押,已上传房本照片,房子是三楼，没车库，老小区，配套成熟，生活环境良好。,,"业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%。",,暂无数据,塔楼,暂无数据,暂无数据,,,,,房子是老的精装，两个房间，明厨明卫‘通风好，采光好，朝南，带阳台。。,,
236,白凉亭新村 3室1厅 南,28.8万,3892,金坛区西城街道,白凉亭新村,3室1厅1厨1卫,高楼层 (共5层),74㎡,暂无数据,南,砖混结构,简装,,暂无数据,2023-05-30,商品房,2019-07-11,普通住宅,暂无数据,共有,无抵押,已上传房本照片,,,,,,暂无数据,板楼,暂无数据,暂无数据,,,,,,,
