,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,交通出行,户型介绍,房源核验码,查询房管备案记录,适宜人群,装修描述,周边配套,小区介绍,权属抵押,用水类型,用电类型,燃气价格,别墅类型
496,碧桂园光明·碧玥和鸣 精装一楼 看房随时 户型方正,265万,17306,新北区新桥,碧桂园光明·碧玥和鸣,4室2厅1厨2卫,低楼层 (共27层),153.13㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,2024-01-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,碧桂园光明·碧玥和鸣 精装一楼 看房随时 户型方正,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,此房开发商精装修 为居住节约成本和装修时间，房子可以稍加改动，变成自己喜欢的风格,,,,,,,
497,环境好，居住舒适，门口公园，商场围绕，地铁口,265万,20867,新北区新桥,牡丹蓝光晶曜,4室2厅1厨2卫,高楼层 (共27层),127㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-08,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房采光 户型好 精装修 中高楼层 有钥匙随时可看,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,此房开发商精装修 为居住节约成本和装修时间，北房间可自己装修喜欢风格,,,,,,,
498,腾龙苑东区 2室1厅 南,78万,9750,新北区新桥,腾龙苑东区,2室1厅1厨1卫,中楼层 (共5层),80㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2024-01-26,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
499,带产权车位，阳台已封，定制柜已做，看房有密码,280万,19427,新北区新桥,碧桂园光明·碧玥和鸣,4室2厅1厨2卫,高楼层 (共18层),144.13㎡,平层,暂无数据,暂无数据,东南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-06,商品房,2022-11-17,普通住宅,未满两年,共有,有抵押,已上传房本照片,通透户型户型方正楼层采光佳适合改善居住一梯一户,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,,适合改善、婚房等需求，阳台已封，定制柜已做，小区是人车分流设计,,,,,,,,
500,业主诚心出售，人很和善，看房方便看中可谈,228万,18148,新北区新桥,金科·保利北郡花园,4室2厅1厨2卫,低楼层 (共18层),125.64㎡,平层,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-12-07,商品房,2020-11-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小区环境优美，绿化面积覆盖高，干净整洁，物业服务态度好,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,小区生活设施齐全，购物广场，菜市场、银行 交通便捷；地铁一号线 常州高铁北站 龙江高架 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,,,,,,,,,,,,
501,全明户型，南北通空间，惬意悠享假日生活；方正通透,230万,18116,新北区新桥,弘阳上坤云峯,3室2厅1厨2卫,中楼层 (共33层),126.96㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-06,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,全明户型，南北通空间，惬意悠享假日生活；方正通透,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,优雅观景卧室，让阳光与清风轻松入户，给诗意生活更添无限情趣；夕阳与晨曦在枕间悄然停落；让阳光筑慵懒小巢卫浴,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐,,,,,,,,
502,高铁新城板块 次新小区 有钥匙 看房方便,178万,16182,新北区新桥,碧桂园光明·碧玥和鸣,3室1厅1厨2卫,低楼层 (共18层),110㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-12-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,高铁新城，全明户型，视野宽阔 采光充足 交通便利,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
503,清水湾花园一期 电梯洋房 好楼层 房东诚心 看房方便,110万,12447,新北区新桥,清水湾花园一期,3室2厅1厨1卫,低楼层 (共11层),88.38㎡,平层,72.76㎡,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2024-03-07,商品房,2011-03-07,普通住宅,暂无数据,共有,无抵押,已上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,业主处理多余房产 诚意出售，手续齐全，价格公道，看房方便，随时恭候,"1、90平以内首套房契税1%，二套房1%，三套或以上3%            
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、不满两年增值税5.3%，满两年免增值税
4、满五年唯一免个税1%",,,,,,,"1、小区生活设施齐全，购物广场，菜市场、银行 交通便捷；地铁一号线 常州高铁北站 龙江高架 
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。",,,,,,
504,碧桂园一号天禧 四朝南 四房两卫 中上楼层诚心出售,253万,17626,新北区新桥,碧桂园壹号天禧,4室2厅1厨2卫,高楼层 (共18层),143.54㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-01-25,商品房,2022-06-19,普通住宅,未满两年,共有,有抵押 100万元,已上传房本照片,精装修，新风系统，新能源科技住宅品质 刚交房两年的新房,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收.,地铁一号线北郊站出门即达，快速公交一应俱全 辽河路、华山路、长江路沪宁高速通达全城，高铁北站分秒即乘,户型方正四房朝南双阳台 新小区 配套齐全 地铁 快速公交 高铁站 北郊,,,,,,,,,,,
505,高铁新城，环境优美，精装未入住，随时看房,255万,20051,新北区新桥,牡丹蓝光晶曜,4室2厅1厨2卫,高楼层 (共27层),127.18㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-08,商品房,2023-05-16,普通住宅,未满两年,共有,无抵押,已上传房本照片,此房采光 户型好 精装修 中高楼层 有钥匙随时可看,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,此房开发商精装修 为居住节约成本和装修时间，北房间可自己装修喜欢风格,,,,,,,
506,业主诚售 视野采光好 有钥匙随时看房 品质小区,176.8万,17892,新北区新桥,牡丹蓝光晶曜,3室2厅1厨2卫,低楼层 (共27层),98.82㎡,平层,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-01-10,商品房,2023-01-03,普通住宅,未满两年,共有,有抵押,已上传房本照片,此房户型楼层好 精装修领包住  业主诚售,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务,存量房需要缴纳个人所得税1%。契税若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。不满两年需缴纳5.3%增值税,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透 没有浪费面积 功能实用,,,,,,,,,,,
507,高铁新城，星耀城旁，环境优美，看房方便,220万,17329,新北区新桥,弘阳上坤云峯,3室2厅1厨2卫,高楼层 (共33层),126.96㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-03,商品房,2022-06-16,普通住宅,未满两年,共有,无抵押,已上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,首套房契税是1.5%，二套是2%，三套及以上是3%，不满二5.3增值税,,,,,,,生活设施齐 银行 农贸菜场 商场 饮食近在咫尺 生活起居很方便,,,,,,
508,高铁新城次新小区礼韵世家129平精装三室满2 有钥匙,190万,14729,新北区新桥,礼韵世家花园,3室2厅1厨2卫,低楼层 (共27层),129㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-03,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,高铁新城次新小区礼韵世家129平精装三室满2 有钥匙随时看房！,,1，契税：90平方以下首套和二套房税率为1%；90平方以上首套房税率为1.5%，二套房税率为2%。三套以上房屋，税率都为3%。 2，税：产证满2年免征。 3，个税：产证满5年，且房东名下只有这套房可以免征。其他情况征收全额的1%,,全明户型，三开间朝南 惬意悠享假日生活；方正通透，实用两卫。,,,,房子是开发商统一精装修带中节能的能源高档住宅小区 此房买进来和交房一样 没变过,,,,,,,
509,碧桂园光明·碧玥和鸣 前排一楼 户型方正,255万,16667,新北区新桥,碧桂园光明·碧玥和鸣,4室2厅1厨2卫,低楼层 (共27层),153㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2024-01-05,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,碧桂园光明·碧玥和鸣 前排一楼 户型方正,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,此房开发商精装修 为居住节约成本和装修时间，房子可以稍加改动，变成自己喜欢的风格,,,,,,,
510,高铁新城，环境优美，精装未入住，随时看房,255万,20051,新北区新桥,牡丹蓝光晶曜,4室2厅1厨2卫,高楼层 (共27层),127.18㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-03-08,商品房,2023-05-16,普通住宅,未满两年,共有,无抵押,已上传房本照片,此房采光 户型好 精装修 中高楼层 有钥匙随时可看,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,此房开发商精装修 为居住节约成本和装修时间，北房间可自己装修喜欢风格,,,,,,,
