,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,税费解析,周边配套,交通出行,小区介绍,户型介绍,别墅类型,售房详情,适宜人群,装修描述,权属抵押,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格
635,顺园六村 拎包入住两房两厅 房东诚心出售,86万,10434,新北区薛家,顺园六村,2室2厅1厨1卫,高楼层 (共6层),82.43㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,有,暂无数据,2022-09-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,"1、90平以内首套房契税1%，二套房1%，三套或以上3%            
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、不满两年增值税5.6%，满两年免增值税
4、满五年唯一免个税1%","1、小区生活设施齐全，购物广场，菜市场、银行 交通便捷；
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。
本人从事房地产多年，公司有大量好房源，欢迎随时电话咨询。",,小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好,,,业主处理多余房产 诚意出售，手续齐全，价格公道，看房方便，随时恭候,,,,,,,,
636,天逸城前排无遮挡，全天采光，业主诚心出售,121万,11204,新北区薛家,天逸城,3室2厅1厨1卫,高楼层 (共34层),108㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,暂无数据,2022-07-16,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,房子是全明格局，落地窗采光好，房子小区位置好,"1、90平以内首套房契税1%，二套房1%，三套或以上3%
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、满五年唯一免个税1%",,,"1、小区生活设施齐全，银行，交通便捷；
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。","1、户型周正格 局分布合理，空间感好通透性强，居住舒适
2、楼层佳，朝向南北，视野开阔，采光透亮；
3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好；
4、小区地理位置优越，交通便捷，设施齐全，生活便利",,,,,,,,,,
637,此房楼层好，业主诚心出售 看房提前约,85万,11972,新北区薛家,常州奥林匹克花园,2室2厅1厨1卫,中楼层 (共11层),71㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,一梯五户,有,暂无数据,2023-03-14,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 28万元,未上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、满五年唯一免个税1%,,交通方面其实方便，小区就在天宇广场旁边，出行方便，公交，高铁,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,采光与视野都挺好。通透户型，通透性比较高。两个主卧室朝小区里面，视野舒服的同时，很安静。客厅视野也很好。,,,,,,,,,,
638,新北薛家顺园八村 业主置换 无贷款 看房方便价格可谈,75万,9856,新北区薛家,顺园八村一期北区,2室2厅1厨1卫,高楼层 (共6层),76.1㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-05-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型周正，格局分布合理。空间感好通透性强，居住舒适,,小区地理位置优越，交通便利，配套辐射广，设施齐全，生活方便。,公交车43、47、21、45均可直线到达，公交车总站就在几百米内，驾车有丽园路主干道及其他道路,小区环境优美，绿化覆盖面积高，干净整洁，有健身器和娱乐广场，物业服务态度好，地理位置优越,,,,,,,,,,,
639,顺园六村 精装两房 拎包入住 房东诚心看房方便,80万,9538,新北区薛家,顺园六村,2室2厅1厨1卫,高楼层 (共6层),83.88㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-09-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,"1、90平以内首套房契税1%，二套房1%，三套或以上3%            
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、不满两年增值税5.3%，满两年免增值税
4、满五年唯一免个税1%",,,小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好,,,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,,,,,,,,
640,伊顿小镇精装修，业主诚心出售，看房方便,123万,15318,新北区薛家,伊顿小镇,2室2厅1厨1卫,高楼层 (共11层),80.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,有,暂无数据,2022-08-21,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,房子是全明格局，落地窗采光好，房子小区位置好,"1、90平以内首套房契税1%，二套房1%，三套或以上3%
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、满五年唯一免个税1%",,,"1、小区生活设施齐全，银行，交通便捷；
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。","1、户型周正格 局分布合理，空间感好通透性强，居住舒适
2、楼层佳，朝向南北，视野开阔，采光透亮；
3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好；
4、小区地理位置优越，交通便捷，设施齐全，生活便利",,,,,,,,,,
641,次新小区 户型方正，南北通风双阳台，两梯三户无连廊,155万,14486,新北区薛家,雅居乐凤凰湖北苑,3室2厅1厨2卫,低楼层 (共18层),107㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2022-06-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,次新小区 户型方正，南北通风双阳台，两梯三户无连廊,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、满五年唯一免个税1%,,,1、小区生活设施齐全，银行，交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正格 局分布合理，空间感好通透性强，居住舒适 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷，设施齐全，生活便利,,,,,,,,,,
642,顺园八村精装房，采光好，小区环境优美,73.8万,9342,新北区薛家,童子河社区顺园八村南区,2室2厅1厨1卫,高楼层 (共6层),79㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-10-03,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,房子是全明格局，落地窗采光好，房子小区位置好,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、满五年唯一免个税1%,,,小区生活设施齐全，银行，交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,户型周正格 局分布合理，空间感好通透性强，居住舒适 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷，设施齐全，生活便利,,,,,,,,,,
643,凤凰台凤凰层，业主诚心出售，有钥匙随时看房,146万,15929,新北区薛家,雅居乐凤凰湖北苑,3室2厅1厨1卫,高楼层 (共18层),91.66㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2022-06-19,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,房子是全明格局，落地窗采光好，房子小区位置好,"1、90平以内首套房契税1%，二套房1%，三套或以上3%
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、满五年唯一免个税1%",,,"1、小区生活设施齐全，银行，交通便捷；
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。","1、户型周正格 局分布合理，空间感好通透性强，居住舒适
2、楼层佳，朝向南北，视野开阔，采光透亮；
3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好；
4、小区地理位置优越，交通便捷，设施齐全，生活便利",,,,,,,,,,
644,九龙仓荣华里 前排小洋房 精装 拎包入住 房东诚心出售,98万,13213,新北区薛家,九龙仓荣华里,2室2厅1厨1卫,低楼层 (共11层),74.17㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,2022-08-31,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,"1、90平以内首套房契税1%，二套房1%，三套或以上3%            
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、不满两年增值税5.6%，满两年免增值税
4、满五年唯一免个税1%","1、小区生活设施齐全，购物广场，菜市场、银行 交通便捷；
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。
本人从事房地产多年，公司有大量好房源，欢迎随时电话咨询",,小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好,,,业主处理多余房产 诚意出售，手续齐全，价格公道，看房方便，随时恭候,,,,,,,,
645,房子是全明格局，落地窗采光好，房子小区位置好,160万,17487,新北区薛家,雅居乐凤凰湖北苑,3室2厅1厨1卫,低楼层 (共17层),91.5㎡,暂无数据,暂无数据,板楼,东南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-06-09,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,房子是全明格局，落地窗采光好，房子小区位置好,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、满五年唯一免个税1%,,,1、小区生活设施齐全，银行，交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正格 局分布合理，空间感好通透性强，居住舒适 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷，设施齐全，生活便利,,,,,,,,,,
646,挡采光无遮挡精装出售，交通便利,110万,13000,新北区薛家,聚怡花园南区,2室1厅1厨1卫,中楼层 (共16层),84.62㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-12-03,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,采光无遮挡，楼层好，配套设施齐全，交通便利性价,,小区西门家乐商城菜场，薛家医院。东边天宇购物广场，北边健身俱乐部。,,"地上楼层数：18地下楼层数：0电梯数量：暂无数据有无门禁：无
交易权属：商品房统计用途：普通住宅建成年代：2011 年建筑类型：塔楼产权年代：70 年别墅类型：暂无数据建筑结构：钢筋混凝土结构是否有中水：无是否有热水：有中水费：暂无数据热水费：暂无..",,,,,家具家电齐全，环境良好，无甲醛装修风格较新，精装出售。配套设施齐全,,,,,,
647,怡枫苑朝南毛坯大两房目前满五唯一省税有钥匙看房,90万,10273,新北区薛家,怡枫苑,2室2厅1厨1卫,低楼层 (共18层),87.61㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房楼层好，前排视野无遮挡，目前有钥匙看房,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,,,,,
