,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,售房详情,税费解析,周边配套,房源核验码,查询房管备案记录,小区介绍,适宜人群,权属抵押,装修描述,交通出行,别墅类型,用水类型,用电类型,燃气价格
1101,金虹大院三室二厅二卫 134.22m² 148.8 万,129.8万,9671,金坛区东城街道,金虹大院,3室2厅1厨2卫,中楼层 (共18层),134.22㎡,暂无数据,暂无数据,平房,南,框架结构,毛坯,两梯四户,有,暂无数据,2023-06-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,房子户型好三开间朝南 采光好 楼层适中 房东诚心出售 价格好谈,,"：
业主现诚心出售，证件齐，欢迎看房，随时恭候， 如看中房子，价格可谈。",首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5念成交价的1% 房主自荐(业主对房源的描述),,,,,本房是房东自己的房子 户型方正采光充足 适合一家子居住 3个房间都挺大的 毛坯 想做么装就怎么装,,,,,,,
1102,中景华府3-2-1-2 122.28m² 178.8 万,168.8万,13805,金坛区东城街道,中景华府,3室2厅1厨2卫,高楼层 (共26层),122.28㎡,暂无数据,暂无数据,板塔结合,南,框架结构,毛坯,两梯三户,有,暂无数据,2023-09-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,房屋目前空置，房东为人善良大方诚意出售，有密码，随时可以看房。,,契税：首套房90平以下 1%，90平以上 1.5%。 二套房90平以下1%，90平以上2%。 三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免,"此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",,132430835155,此房，户型方正，楼层采光好，无遮挡,,,,,,,,,
1103,万科 四季雅苑 三室两卫 边户 三开朝南 双阳台 高层,94.8万,8540,金坛区东城街道,四季雅苑4区,3室2厅1厨2卫,高楼层 (共32层),111.01㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,一梯四户,有,暂无数据,2023-06-19,商品房,2022-02-15,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,万科 四季雅苑 三室两卫 边户 三开朝南 双阳台 高层 欢迎看房,,"售房原因：毛坯出售，个人闲置，单纯出售！
房屋现状：随时可以看房，业主随时可以回来签约！
特殊要求：无特殊要求！","契税：首套房90平以下 1%，90平以上 1.5%。
二套房90平以下1%，90平以上2%。三套房不论面积统一3%。
增值税：满两年不论面积全免，不满两年收全额的5.6%。
个人所得税：满两年1%，满五年且唯一全免。",,,,,,"贷款抵押：目前房屋无任何贷款抵押，随时可以签约交易！
售房原因：业主工作在金坛，单纯出售！",,,,,,
1104,城东金江苑旁 融熙诚园 电梯中高层 西边户,89.8万,7809,金坛区东城街道,融创融熙诚园,3室2厅1厨2卫,高楼层 (共34层),115㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,一梯四户,有,暂无数据,2023-10-25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好 西边户",,业主现诚心出售，电梯房中高层 ，证件齐全，欢迎随时看房，随时恭候,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,90平以上2%,三套房不论大小均为3%; 增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,,,"此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",,,,,,
1105,万科一期好楼层 135平 纯毛坯 四室两厅两卫,129万,9556,金坛区东城街道,万科公园大道,4室2厅1厨2卫,高楼层 (共20层),135㎡,暂无数据,暂无数据,塔楼,南,框架结构,毛坯,两梯四户,有,暂无数据,2023-10-06,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈",契税:A首套90平以下1%B首套90平以上1.5%C二套90平以下1%D二套90平以上 2%E三套都是3%增值税:满两年免征不满2年权额征收5.3%个人所得税:不满5 年征1%,,,,,,,,,,,,
1106,房东急售新城逸隽96平3室2厅1厨1卫开价95万,90万,9430,金坛区东城街道,新城逸隽,3室2厅1厨1卫,中楼层 (共27层),95.45㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-05-23,商品房,2023-04-04,普通住宅,未满两年,共有,有抵押 70万元 业主自还,已上传房本照片,"业主人很友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒",,,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5念成交价的1%,,,,小区环境各方面还是不错的，交通便利，配套齐全。出行便利，小区环境好，绿化高，花草树木一应俱全，空气新鲜,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利！,,,,,,,
1107,金坛区玉山花园4-3-1-2 189.00m²,190万,10053,金坛区东城街道,玉山花园,4室3厅1厨2卫,高楼层 (共6层),189㎡,暂无数据,暂无数据,板塔结合,南 北 东,框架结构,精装,暂无数据,暂无数据,暂无数据,2023-04-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"业主人很友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,..",,,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5念成交价的1%,,,,小区环境各方面还是不错的，交通便利，配套齐全。出行便利，小区环境好，绿化高，花草树木一应俱全，空气新鲜,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利！,,,,,,,
1108,吾悦中梁金玺天郡洋房三楼飞机户型精装4室2庭2卫,193.8万,14677,金坛区东城街道,中梁壹号院金玺天郡,4室2厅1厨2卫,中楼层 (共6层),132.05㎡,暂无数据,暂无数据,板楼,南,框架结构,精装,两梯两户,有,暂无数据,2023-04-27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,洋房中间楼层，前后无遮挡，户型方正，采光好，吾悦广场小区..,,房东精装修有品牌空调地暖目前空置房东不在金坛 此房产权清晰房源真实业主诚心出售看房方便过户全程陪同,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",滨湖新城中芯 版块 吾悦广场旁 交通出行 生活方便 商圈成熟,,,,,,,,,,,
1109,万科 四季雅苑四区 中层 三室两厅一卫 三开朝南,76万,8181,金坛区东城街道,四季雅苑4区,3室2厅1厨1卫,低楼层 (共29层),92.9㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,暂无数据,暂无数据,暂无数据,2023-07-30,商品房,2022-06-16,普通住宅,未满两年,非共有,无抵押,已上传房本照片,万科 四季雅苑四区 中层 三室两厅一卫 三开朝南  欢迎看房,,"售房原因：已定居老家，单纯出售！
房屋现状：随时可以看房，业主随时可以回来签约！
特殊要求：无特殊要求！","契税：首套房90平以下 1%，90平以上 1.5%。
二套房90平以下1%，90平以上2%。三套房不论面积统一3%。
增值税：满两年不论面积全免，不满两年收全额的5.6%。
个人所得税：满两年1%，满五年且唯一全免。",,,,,,"贷款抵押：业主可自行偿还贷款！
售房原因：业主工作在金坛，单纯出售！",,,,,,
1110,暂列段玉裁 中梁电梯中间楼层 全天候采光 有钥匙,128万,11408,金坛区东城街道,中梁壹号院金玺天郡,3室2厅1厨2卫,中楼层 (共30层),112.21㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,两梯四户,有,暂无数据,2023-02-25,商品房,2021-03-22,普通住宅,暂无数据,共有,无抵押,已上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈。","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,,,,,,,,,
1111,愚池新村，老房子采光好，配套齐全,54万,6243,金坛区东城街道,愚池新村,3室2厅1厨1卫,中楼层 (共5层),86.5㎡,暂无数据,暂无数据,塔楼,东南,砖混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,愚池新村 中层， 三室一卫， 房东有时间，提前约随时看,"房龄：旧配套成熟商圈配套成熟
户型：户型方正，采光好，通风好","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈。","首套房90平米以下成交价的1%，90平米以上成交价的1.5%，二套房90 平以下1%，以上2%,三套房不论大小均为3%：增值税分析：产证满2年免收增值税，未满2年征收5.3%；个税:产证满五年而且是唯套住房，免收个税，未满5 年成交价的1%",,,,,,,,,,,,
1112,东城宜景苑精装两室 中间楼层 刚需小户型 采光无遮挡,66.8万,6789,金坛区东城街道,东城宜景苑,2室2厅1厨1卫,中楼层 (共18层),98.4㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-11-24,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好。","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫。",,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1.",,,,物业管理规范，24小时安保，小区规划很好干净整洁，素质住户，有健身区和儿童游乐区。,,,,,,,,
1113,融创，精装修，三室一卫，可以拎包入住,90万,9091,金坛区东城街道,融创融熙诚园,3室2厅1厨1卫,中楼层 (共34层),99㎡,暂无数据,暂无数据,暂无数据,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-26,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型好，楼层好，采光好，前后无遮挡，出行方便,,,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免。,,,,物业管理规范，24小时安保，小区干净整洁，素质住户，有健身区和儿童游乐区。,此房是业主婚房，人车分流，人文环境好，贷款方式不限，适合首付不多的小两口，配套齐全，有菜市场，公园,,,,,,,
1114,金江苑三村 顶楼复式 房东近两年新装修 拎包入住,65万,6960,金坛区东城街道,金江苑三村二区,4室2厅1厨2卫,高楼层 (共5层),93.4㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-08,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,"房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售, 证件齐, 欢迎看房, 随时恭候, 如看中房子,可以跟房东商量","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,,,,,,,,,
